"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"East Asia & Pacific","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3227.38218718283","3474.27058224177","3697.45404011097","3938.22507017645","4250.06142041269","4566.11539891666","4887.25186037708","5140.28644332343","5134.86337505687","5369.19490810019","5773.20277094797","6076.93620870637","6448.89385449538","6872.11093127547","7455.67595128715","8112.02128938097","8904.88520664206","9838.91556024896","10461.2508770155","10841.5623254382","11770.2306321924","12659.9576480209","13489.6121875263","14181.4222972192","14693.7071410855","15108.8206355716","15609.0996718492","16329.7786478446","17427.7077527401","18369.7465872101","18556.2975767813","20249.8462750563","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7083.0421900279","6908.97723700983","6362.62596324906","6129.06097755334","5523.67761248388","5522.94841439834","5590.86814760686","5840.37615414521","5342.78196017573","5523.89610050082","6197.84399907125","6544.85884642843","7008.26263188427","7754.55929389375","8659.64073724401","9750.72679587381","11652.1809568615","12960.5260349333","14813.9461809664","14287.0429218219","15300.9250048762","16897.173305305","17911.0399610446","19308.5939498953","19647.5808977978","19179.9596477337","19571.836933689","20765.9771777521","22196.5115202116","22957.5741791614","22782.0385733243","24980.9156282926","",
"Europe & Central Asia","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11864.2859832677","12150.3285619115","12185.9765711227","12270.8138957404","12471.458844735","12942.1881517067","13384.0164630839","13952.5963582407","14236.8086747485","14786.7783621808","15927.1720782442","16728.6506706443","17530.3192685385","18210.0055211736","19332.1237388984","20363.4565497749","22549.5156209205","24169.1307175911","25813.4154735779","25091.4318464441","26150.6798030012","27721.3135855496","28489.2385874888","29768.2658580242","30492.0397403016","30917.1547995711","32333.8129033371","34019.2253502054","35736.6082433891","37586.54089102","36383.7696627973","39231.6364642101","",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4723.5497496915","4980.16448568113","5092.72370078074","5211.9186523126","5444.82575448404","5578.99070747235","5674.71435031845","5915.58632355036","6070.30014401578","5763.76897529819","5857.49602188349","6123.75719042114","6362.49650203443","6549.19622691656","7151.69692844863","7633.47079951575","8075.33299900992","8330.83397706331","8877.78098746324","8835.38664603911","9104.36406319143","9861.50358079158","10304.8889975552","11142.6783620139","11708.6529969655","11071.2947208291","11068.8568481159","11679.4302342769","11885.7454454447","11870.936404006","10924.180121551","11720.6446417049","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3639.37098277213","3714.13986105668","3877.52444591163","3991.88113845981","4145.00596051497","4332.38578730384","4533.01790007344","4760.7228867977","4974.8829400104","5238.50165380783","5581.58759751403","5788.83176247599","5895.00533282634","6075.1451354355","6362.90444843285","6721.25308289183","7260.1180368473","7830.48935149603","8385.94489546111","8663.00247156378","9033.34440514335","9178.85358944855","10506.9681019305","10623.7378888843","10306.9158926043","10890.2417857169","10593.7478005893","10435.9171944662","11041.3868938124","11652.5738007091","12004.1259270733","12706.4044506141","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17014.5164345128","17973.7835227139","18556.6496080445","18789.166560483","19603.3671126031","20448.4766185428","21074.9989256548","21914.1582811152","22959.9946036109","23838.4226033951","25319.5766796609","26499.716029791","27533.5561273584","27984.2052802182","29078.0744855501","30076.6467700912","32531.8922023183","34422.9042511335","35713.4527300473","34791.9600575253","35770.0089930566","37423.076592589","37796.5774567499","38983.1812316011","39947.0263240069","41035.1229683096","43529.8514547481","45607.1604121449","47536.8587264271","50323.0550425081","48042.8333790335","51077.171330597","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","955.456414712497","1075.95321024002","1292.3000884237","1284.94114533119","1362.14612612943","1477.28528501334","1499.97626229317","1499.54756845757","1462.7410222242","1581.02966245979","1598.41844048938","1523.31502486461","1523.88399823824","1573.08209561323","1578.93833300922","1618.84910743023","1449.06352496892","1476.51524777382","1496.07677946095","1628.75050902937","","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13686.0454520937","14472.2397013102","14866.5895475197","14984.1050686008","15594.3736051334","16288.3585470469","16979.7980959787","17912.7040802176","19097.0634139632","19954.2902150512","21588.4237488431","22953.5715659117","24371.5988492666","25047.397273222","26143.7687141562","27606.9340516269","30718.2188352448","32473.6538915928","33263.2723985249","32092.7220611053","31681.1005508478","31867.9732396862","31720.1199986535","32434.0032017704","33525.7406299089","34903.1274779473","37286.2134326488","39528.9253872668","40696.3876815487","43069.3810950049","38122.5519730773","40602.0702048685","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6480.01473141806","6891.70965981442","7979.35824003525","8450.77168168796","8412.06677647343","9423.12010105601","10316.2499165803","11663.2715046648","13133.2295806355","14536.4357518937","16634.8927393745","19344.0518292848","22198.0167377302","22802.3421764634","20478.090033102","21618.3569485855","24557.2361475947","25996.0467779508","27464.5186781161","28945.4653303277","29175.9259267894","31312.7522996878","33821.93290847","36249.3581462876","38961.5974427864","38536.4580808802","42391.7300545337","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","414.651457526046","381.661247291586","342.288398612716","383.334725080449","390.727908136444","409.691560275838","454.246287205945","461.883772466985","437.338469855253","452.484476165329","476.528464196205","512.520781339025","513.120316650617","497.275623822034","563.508562084278","631.673170550399","701.600498674121","780.532556968826","856.659778813973","912.108359381051","1010.02202703432","1114.04597197907","1191.44062232971","1261.11329988192","1488.62575532765","1630.87746187943","1848.66111635863","1987.96875367138","2116.84825750455","2273.73489564724","2376.6356011465","2547.71681384862","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14825.6576960239","15496.4805487942","15966.3695476606","16208.2460321525","16954.418618782","17758.7206019881","18349.9892232224","19068.2233164162","19968.4771288308","20745.1240919614","22078.093888172","23172.379059659","24186.9259140328","24707.4541250214","25863.6798499065","26814.162780644","29123.0556351392","31036.272656844","32492.2586594699","31816.3458202299","32865.2877315825","34493.2650683482","34964.6060211625","36062.6888246383","37060.6894615109","38218.5640760964","40548.841830264","42657.7415521178","44651.97999006","47487.0228810671","45725.1904962261","48779.3824363879","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2484.22728395542","2497.02106894484","2497.71628849156","2428.48105021394","2268.53158186413","2246.46970195867","2273.22396277365","2381.85576874366","2478.63888639579","2509.71424511605","2662.20673117634","2781.12459984534","2800.9232284999","2743.14270973531","3130.07461258911","3352.26512489525","3603.52375235644","3853.60124197191","4030.66429861567","3985.10320300775","4152.48474260254","4178.65730833474","4392.09369016732","4585.64459927792","4594.11820161583","4391.93490485169","4440.90614490596","4581.34186471209","4727.62317016946","4823.01217046968","4592.30420812633","4766.28863063708","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18146.704478311","17559.9234000589","17271.0487285391","17478.6187855327","18479.5081130125","19587.6979606332","20087.8668320343","21794.4425832015","23577.4929514716","24767.280673451","26789.8786675397","27801.0248047506","28605.1223159604","29052.9651740448","31201.9273082682","32051.7940038456","34452.8997434792","37843.1170548407","40083.6972699668","37972.6512550085","38954.4822621329","40916.8385790274","40873.0953326066","41493.1416470359","41757.4021894413","42497.7049785783","44934.4482077785","47570.133583848","49580.6051952837","51810.2613120667","52295.8407042436","55217.2845565761","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3917.42323096359","3918.45171243583","4241.26852001763","4421.14056907588","4736.21163690195","4947.38572397736","5251.3441799813","5172.21055691881","5237.39411080303","5712.0934426002","5679.52094705688","5861.59028020456","6081.4836973465","6202.11405171091","6641.23702647774","6832.56783916253","7107.58099116847","7176.09574988747","7339.13893957574","7246.21285548311","7518.39329745748","7854.56662555927","8393.2607979997","9036.7683509059","10738.2663948957","11755.0861781429","11999.677660921","12822.0135997922","13629.1721211809","13800.1998708296","11567.5353660698","11380.5694967405","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17710.1979245027","18338.9942142616","18962.2241945947","19206.0409229248","20003.8480154201","20777.8991586513","21357.5288544804","22241.7956741009","23357.4582940448","24304.4045284907","26091.8497351531","27490.8672643761","28518.8252206252","28168.6180973501","29055.3527505428","30494.2141075076","32462.9600728714","34122.7072748669","35092.6943078696","34676.3639942676","35899.4019413514","37439.2331426991","37677.7267932587","39521.6969847538","40144.0268283679","40849.9973780501","42924.613626021","44577.0645745394","46537.4740442591","50500.96075877","47976.438338985","51009.3518498998","",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1727.56819949514","1883.79480762852","1955.92032489033","2101.21923762063","2079.43049533104","2241.3939724448","2200.68202030396","2096.36408974828","2175.04610369053","2233.34727946491","2390.70477594143","2492.22261360604","2543.90969292987","2639.30578294779","2635.32905147033","2785.91548279206","2886.17339102263","2930.17396464963","2936.64555167786","3010.93020795922","3124.07088688968","3281.54335122509","3270.06433878084","3193.75912975394","3166.36221142138","3332.46476333022","3381.8582444418","3522.28831085137","3597.81188303483","3690.21968050411","3644.97092502149","3642.09539419912","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11959.5114992413","12769.4030153591","12321.9190255493","12767.9002024319","13175.7028227924","13764.2139192941","14162.8354469568","14856.6956681979","15160.5833377394","13651.869274848","13352.0772238723","13585.2356267981","13402.5027845575","13602.0736356982","13679.3375721078","14076.1962998095","13688.5822073369","14448.8944097361","13792.0299962063","13448.2995472784","14084.5380314089","14863.4623434247","14628.6158794216","14437.7597324564","14721.9011453059","14113.8276706617","13749.8325459881","14478.1303050188","14595.0023399153","15089.0398500515","14664.7109343551","15175.6873376584","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17091.3051155726","17420.4212113977","17840.5510277811","18673.348462135","19755.2550837302","20629.1460579731","21974.9999711907","23049.5476688574","23684.0404933434","24463.4963288274","26477.3042054571","27812.4941485617","29062.1238667812","30356.8102115068","32058.6019221941","32747.3540098412","34843.3405450217","35699.8286763887","36863.5847601847","35212.8171997349","36574.7115625993","37379.2909657729","38514.0261691783","40218.7472562217","41580.6024876318","42912.8750936201","44635.2995586517","46372.38660351","47573.4880155177","49661.6038559645","46759.0825582866","50860.4796351315","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5724.60061143511","4636.72099462607","2592.89542047875","1862.26181962394","1730.65632232154","1882.30628548593","2210.23207689079","2565.84448981629","2742.30582380696","2920.20984237248","3100.98840329003","3375.17908940605","3647.99892363929","4159.37620370395","4546.58384535624","5171.5773596561","5866.58887734462","6818.50985032128","7139.01245446264","6984.24764642293","7564.8922574709","8360.29720703065","9826.05275341086","10611.7741169939","11575.547210705","12089.1694050447","12858.4834001898","13589.7073915159","14593.9244791426","15621.8736565619","14731.2005947457","17013.5663210827","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1575.15084293012","1671.52468841693","1732.41251921191","1814.56773211354","1869.84959351007","1942.20329199092","2021.81978624052","2093.24833285897","2163.4097332193","2235.23856567017","2311.54783513161","2393.65112731971","2471.48222270767","2580.31274806054","2724.26809554338","2897.36751396547","3095.14540406283","3231.66260665711","3503.70945387646","3604.43231274937","3839.88575775856","4362.59288242843","4877.5822138332","5118.24213855469","5376.3088285794","5021.78868729592","4811.5728157153","4929.56795405121","5247.69225822335","5571.56486581219","5551.78680222592","5971.12500879603","",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","881.657608071471","898.311891235595","918.775030245046","958.00287399155","987.045879549656","1025.06615636984","1059.92586723541","1110.98043352832","1142.61070951647","1176.05101990779","1208.83367896919","1264.7894718261","1330.04208329379","1342.78467148698","1381.36872759517","1438.63838024491","1470.03047722659","1576.12203622755","1632.9400516431","1585.79151494063","1641.25010626781","1726.18230729126","1772.70493060621","1784.69049911374","1775.50162800354","1789.01845339214","2045.09436781321","2383.57886734224","2530.76863847703","2652.55680042788","2746.73328025897","2900.6689577709","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1428.26507605177","1462.13749721065","1486.16211444676","1512.00539307915","1498.48515212918","1498.32854631459","1514.67460760752","1569.74091557842","1595.49469241264","1671.83754186111","1752.25325562527","1841.95085113477","1759.00527470363","1863.05618772962","1989.54836954395","1945.5836051962","1935.12030950206","1985.71699326614","2084.66489695298","2169.26937292909","2254.05060363352","2049.34900065041","2033.28100144189","1960.5849413212","1874.26266501645","1913.41534731054","1918.69701578381","1927.0399420242","2060.67178303268","2171.23426317803","2154.4856177314","2281.30552640672","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1013.32934514848","1078.53068845442","1083.57341665998","1096.26696619455","1120.66375694174","1164.99155056964","1296.79530815264","1378.50876755351","983.995906098058","989.376829631141","1045.577117963","1069.48305716591","1051.77990648373","1054.06037421892","1086.35276609026","1140.52624531371","1173.62667590864","1213.37130115888","1243.79732527636","1261.09703622198","1301.00435881137","1398.11714311146","1316.16757045201","1324.60821106599","1338.01563292886","1551.03412227647","1697.12904509961","1872.30928139809","1896.12831687729","1970.32227789113","1902.40750459658","2011.94847990013","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","588.162694699126","579.922066485421","770.224006441477","843.666606207577","968.534719078738","1118.76953957759","1826.64662999168","4468.47003914037","5378.46074399735","6589.35714607945","7617.72058387287","12119.4663739963","14024.4904418428","15563.0627819772","21074.6166067043","24249.8704713892","25714.1563516164","29052.4912764444","33261.8694028176","32341.2834055871","28424.5193648843","29556.1131012721","32457.5507821101","30083.8920985237","29197.6917281299","20858.0964445122","17771.5627993416","19617.8447053636","18189.3766895194","16925.7879608535","15961.1138626454","16080.1432631254","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13312.0492996808","14019.5742372841","14329.548186315","14349.8574380037","14874.7298912448","15433.2526765422","16149.9044963655","17155.8804839762","18034.2134809379","18464.7320754725","19519.9568147057","20958.7940054903","22615.9356074635","23897.8266122085","25460.5993744257","25577.5241052346","28547.2965623332","29323.9797257377","30856.0118395987","30359.4511457499","27911.6974278536","25671.5160853562","24911.119631324","25986.6503155014","26625.0618096799","26760.3633030256","27511.8010160972","28604.8609402657","29617.5483399732","31138.7758157396","28402.867450271","31493.8514986709","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4594.36275911961","4781.22131352155","4787.03962102799","4751.23933206691","4887.00308965329","5052.34174647601","5332.90771627693","5659.01004073676","6356.11930227265","6850.15401035415","7306.11325476621","7285.33867317975","7632.34653353622","8479.67837422759","8589.63394714589","9967.95445280522","9799.74267894398","10610.4261288124","10843.312205941","10121.736703328","10120.4105585492","10330.0878886781","10349.0085771591","10995.5900374092","12039.1609643482","13036.5608185486","13810.3877507994","14869.9825695018","15769.6757559723","16043.4797999894","13896.9827426932","15037.8495447229","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3319.96884424522","3463.39287512453","3617.50542724983","3751.76010229902","3888.38548824553","4065.41710143536","4161.11066580007","4314.64139727207","4474.14523069699","4601.41372712322","4758.24808060095","4860.75066989961","5009.58647766029","5126.23346929034","5314.81560180174","5544.67670718747","5900.851227424","6318.32028813515","6524.60973733199","6474.79693497431","6618.91603119075","6910.87650155221","7204.73293807874","7446.58800936721","7758.49316980639","8194.44068126819","8221.74642722194","8322.21680991504","8671.44337480881","9037.68837623543","8849.71774303031","9806.82822044911","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3032.56667596966","3338.53734595515","3675.06695790514","4057.80679160215","4483.93633715712","4794.58960465384","5257.63185177366","5666.52431700964","5623.0209455177","5860.85744052061","5903.8197788813","6168.28113343198","6331.08530333175","6413.20293695939","6689.52560806232","6771.06158772148","7351.01976643606","8112.34546070431","8439.50565959641","8834.22343165941","9351.78792317124","10092.0824863061","10640.67256082","11198.1601399341","11130.4944719803","11382.2423763029","11479.4620067513","12193.6216799112","12669.8409560528","13361.5732145529","19439.9309798917","24086.9009171257","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18063.4187828916","18859.6377048577","19571.7181971953","20156.4828977256","21170.4148487344","22106.6537009708","23089.1497340414","24104.3759131665","24908.3072345859","25908.5852124486","27545.7846428693","28465.7792527925","29396.0789345954","30427.086185865","32160.329985973","33741.7968356258","35957.5749801349","37749.5809953467","38758.395382969","37705.9289632257","39146.2753895856","40806.4519604184","41960.3365421428","43312.4879376668","44446.6544778256","45205.3218394618","46515.9124477716","48405.6382186121","50430.8240303166","52344.1826829592","50740.0645130896","54775.0468759138","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18250.0422557148","19778.3407649476","21310.6521596663","22774.0295311058","24115.1195200899","24711.0516876078","25096.0926630927","26608.3151843106","25114.3588221154","25858.5381812287","28221.0414498173","28805.6086281454","29607.7962663466","31176.384039071","34528.1185639445","38075.1558415035","41741.3375273939","45250.1802843166","46818.4945928157","45861.0407889631","49190.6113470682","52277.4664432843","52234.5923178244","53691.8374784984","54781.6471649487","56408.936273748","57225.0899950887","59842.2129961658","62513.9568083126","62103.4276134175","58949.4659538846","65891.6947133713","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010.14693624954","1953.60886129664","2060.84488570502","2184.57906167523","2174.21622916399","2292.35678219391","2312.85770100396","2393.80815958484","2442.30245685651","2394.42107249458","2556.41930398273","2614.06753699051","2683.04728598003","2788.13172474921","2966.63093046337","3167.05995069493","3398.06769164011","3622.03616739365","3763.50326014699","3617.1589038014","3719.19614992612","3863.65134117965","3963.01577747711","4067.28931450265","4368.55568198245","4729.15332160905","5043.87148926827","5447.69879159062","5694.12170092024","5850.5828319154","5303.51449924795","6121.565844251","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086.80588529104","1106.74997041169","1096.48779092345","1101.18414531749","1094.30706602676","1141.8714654154","1190.14109359104","1247.49658509833","1270.547286186","1294.21305085928","1327.36390289046","1375.68667872471","1402.38701745095","1446.6872442597","1525.4975717216","1615.95094485003","1714.8136824757","1807.69845331879","1892.78171830141","1920.26702747301","2005.93369625408","2077.02792315844","2069.74754825877","2154.3076451181","2292.07973254119","2337.04476915663","2420.32018005573","2494.34607608028","2586.45038455288","2669.71417810581","2633.37710835486","2767.49550702624","",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8054.46446886753","8804.35816495025","9534.25635039279","9887.48669435285","9939.95616299273","10669.4277209954","11650.4285728223","12774.8276389542","13697.3266522858","14694.4571109449","15455.1120603094","17611.9978550392","19527.4299464224","20978.5044939516","20227.3944068928","20048.3500460889","21094.038304797","21463.734311996","22134.7298641679","22360.9622721031","23338.2420674081","25260.2169300482","27206.9654125638","28909.4108535923","31588.1112997002","29690.0341758221","34543.7221294185","",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2179.48515195912","2249.84512449225","2136.67837529343","2029.16479538746","1790.65634142096","1971.95408782734","2052.65067431006","2105.35094679152","2136.17133463574","2184.85963654185","2213.01488189344","2214.97754458949","2233.84070734052","2316.90643184953","2308.64926598271","2413.68264074885","2489.97904183478","2633.70663532946","2711.12747047856","2843.08508878546","2683.68866152215","2846.88118194415","2801.3504022268","2992.43035062304","3004.28696731953","2934.78503963411","3120.34010827655","3187.78976136778","3273.52131823711","3232.49563033632","3121.14575720839","3153.12702047678","",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8325.56597257444","8257.6058918611","8414.22812752704","8859.30215826698","9192.59042996448","9352.28465705861","9824.81831785149","10398.3435740967","10873.2478627727","11855.4647144563","13210.4577072776","14526.3882629125","15482.1014970597","16272.0986060636","17112.2021738707","18388.2215991563","19102.269369657","20727.8899694383","20729.997574351","21750.7217894703","23038.8080197669","23275.2318574574","24556.7153473909","25699.7504973846","26806.5952452257","27947.6376911698","29501.1204204706","31913.0746552476","34541.225767927","34064.7440502605","36774.3376019972","",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2943.85481629512","3052.01275329258","3138.72422135973","3259.37016696685","3386.55001415585","3557.46407417735","3768.70676048083","3970.27812973676","4001.87062409351","4160.88663293498","4453.682715019","4672.17891606277","4903.11024439381","5236.61506801765","5738.20878148708","6281.97404800457","7013.26255674809","7759.33317455284","8372.70737199081","8610.18208157209","9292.93704441749","10008.5045756438","10605.1264695931","11081.5462971522","11399.5342746756","11484.3929232777","11898.3207209628","12513.2198518996","13335.3924486721","13973.5901576826","13758.2222831881","15181.0793892779","",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2627.5876867451","2719.69313286168","2791.53456603598","2886.91206884427","2986.25616012298","3128.03202568532","3303.65120722856","3468.52456475263","3496.0602534305","3624.21990521102","3862.45405546116","4042.33151805353","4231.37273016974","4502.63637471324","4914.40606201078","5359.26261619492","5948.12572918679","6544.87528070814","7029.00963798107","7216.26093595949","7751.03198408139","8306.08557868862","8760.55777043159","9140.92445345283","9409.06320028122","9477.41588732389","9789.90795679122","10253.8855752112","10887.1940893916","11369.3355059081","11169.0436409759","12242.1551161041","",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1369.35318848548","1409.25749431486","1436.46372047917","1449.2903557197","1458.14839472955","1506.72039380812","1567.33324300963","1615.21779960294","1648.77983656583","1686.49922391774","1753.22792358444","1824.09384354455","1897.26317441365","1985.79278488727","2125.23431715616","2274.60245025915","2433.29550498053","2590.23069211367","2709.25313894836","2792.8325367903","2924.3482618766","3047.00453117231","3129.2835782074","3278.68493464517","3459.62972945705","3544.35610148984","3630.18674974289","3735.43367906023","3918.60479810102","4062.615434173","4016.9292002301","4257.45691897534","",
"IDA blend","IDB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2056.78590618311","2114.48905137488","2179.74224223706","2173.49251030519","2187.76539142101","2230.33679737651","2311.64334782483","2333.96061206565","2362.86464564553","2393.22407657051","2474.83757835387","2567.16998797367","2701.51604717772","2834.3565187464","3057.58595923316","3268.63399745964","3485.13303192599","3692.91122017033","3813.71484837045","3945.70236488917","4098.79594839466","4262.12213780991","4341.50448033448","4520.5745209858","4740.472572111","4826.13665605574","4829.80246479036","4909.03524592521","5132.64702333651","5263.21388417794","5151.23597699473","5536.66906998307","",
"Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3069.98303991471","3330.32508332705","3566.03118758212","3823.25781145027","4130.58019587742","4489.87321084648","4850.37751021428","5083.75793118299","4396.78735103229","4427.11345785717","4681.91945000461","4892.35251531364","5121.33453989866","5399.32870998291","5749.5214513729","6188.85553223505","6643.88072206838","7161.81072803123","7638.00957528571","7941.16633270923","8430.61541737509","9022.72137960157","9645.14919678524","10009.0106984785","10233.985273926","10219.1764136999","10482.6989966051","10941.9209510231","11669.7172790792","12358.2422460634","12146.4067908851","13027.3006076005","",
